time lick 
17.214 1.000 
17.294 1.000 
17.352 1.000 
17.414 1.000 
17.497 1.000 
17.560 1.000 
17.621 1.000 
17.683 1.000 
17.742 1.000 
17.820 1.000 
17.898 1.000 
17.968 0.000 
18.026 0.000 
18.084 0.000 
18.140 0.000 
18.253 0.000 
18.308 0.000 
18.363 0.000 
18.418 0.000 
18.474 0.000 
18.515 0.000 
18.572 0.000 
18.628 0.000 
18.684 0.000 
18.747 0.000 
18.805 0.000 
18.862 0.000 
18.918 0.000 
18.970 0.000 
19.025 0.000 
19.083 0.000 
19.139 0.000 
19.195 0.000 
19.301 1.000 
19.368 0.000 
19.445 1.000 
19.520 1.000 
19.577 1.000 
19.636 1.000 
19.702 1.000 
19.780 1.000 
19.838 1.000 
19.899 1.000 
19.985 1.000 
20.044 1.000 
20.110 1.000 
20.171 1.000 
20.234 1.000 
20.295 1.000 
20.359 1.000 
20.415 1.000 
20.471 0.000 
20.531 0.000 
20.587 0.000 
20.642 0.000 
20.755 0.000 
20.812 0.000 
20.869 0.000 
20.933 0.000 
20.993 0.000 
21.049 0.000 
21.133 1.000 
21.221 1.000 
21.275 1.000 
21.340 1.000 
21.398 0.000 
21.458 0.000 
21.513 0.000 
21.573 0.000 
21.710 0.000 
21.769 0.000 
21.825 0.000 
21.887 1.000 
21.948 1.000 
22.009 1.000 
22.073 1.000 
22.126 0.000 
22.185 0.000 
22.246 0.000 
22.305 0.000 
22.440 0.000 
22.490 0.000 
22.533 0.000 
22.592 0.000 
22.653 1.000 
22.716 1.000 
22.774 0.000 
22.833 0.000 
22.875 0.000 
22.942 1.000 
22.992 0.000 
23.047 0.000 
23.105 0.000 
23.170 1.000 
23.244 1.000 
23.300 0.000 
23.345 0.000 
23.412 1.000 
23.462 0.000 
23.520 0.000 
23.575 0.000 
23.648 1.000 
23.709 0.000 
23.751 0.000 
23.815 1.000 
23.867 0.000 
23.921 0.000 
23.979 0.000 
24.048 1.000 
24.107 0.000 
24.163 0.000 
24.229 1.000 
24.290 1.000 
24.346 0.000 
24.405 0.000 
24.470 1.000 
24.524 1.000 
24.578 0.000 
24.637 0.000 
24.704 1.000 
24.759 0.000 
24.816 0.000 
24.873 0.000 
24.931 0.000 
25.044 0.000 
25.100 0.000 
25.154 0.000 
25.210 0.000 
25.270 0.000 
25.327 0.000 
25.381 0.000 
25.439 0.000 
25.486 0.000 
25.536 0.000 
25.587 0.000 
25.644 0.000 
25.697 0.000 
25.754 0.000 
25.801 0.000 
25.858 0.000 
25.919 0.000 
25.976 0.000 
26.033 0.000 
26.086 0.000 
26.141 0.000 
26.191 0.000 
26.243 0.000 
26.297 0.000 
26.356 0.000 
26.411 0.000 
26.465 0.000 
26.525 0.000 
26.588 0.000 
26.642 0.000 
26.698 0.000 
26.754 0.000 
26.812 0.000 
26.866 0.000 
26.941 0.000 
26.997 0.000 
27.056 0.000 
27.114 0.000 
27.170 0.000 
27.227 0.000 
27.281 0.000 
27.339 0.000 
27.399 0.000 
27.458 0.000 
27.503 0.000 
27.561 0.000 
27.614 0.000 
27.672 0.000 
27.726 0.000 
27.799 0.000 
27.855 0.000 
27.909 0.000 
27.965 0.000 
28.025 0.000 
28.081 0.000 
28.135 0.000 
28.208 0.000 
28.260 0.000 
28.317 0.000 
28.372 0.000 
28.428 0.000 
28.514 0.000 
28.564 0.000 
28.615 0.000 
28.675 0.000 
28.731 0.000 
28.788 0.000 
28.852 0.000 
28.911 0.000 
28.966 0.000 
29.022 0.000 
29.080 0.000 
29.136 0.000 
29.196 0.000 
29.252 0.000 
29.308 0.000 
29.363 0.000 
29.418 0.000 
29.472 0.000 
29.526 0.000 
29.583 0.000 
29.634 0.000 
29.694 0.000 
29.761 0.000 
29.818 0.000 
29.876 0.000 
29.933 0.000 
29.990 0.000 
30.047 0.000 
30.104 0.000 
30.161 0.000 
30.219 0.000 
30.277 0.000 
30.332 0.000 
30.389 0.000 
30.443 0.000 
30.503 0.000 
30.561 0.000 
30.619 0.000 
30.676 0.000 
30.730 0.000 
30.787 0.000 
30.845 0.000 
30.903 0.000 
30.958 0.000 
31.015 0.000 
31.071 0.000 
31.129 0.000 
31.185 0.000 
31.241 0.000 
31.298 0.000 
31.356 0.000 
31.410 0.000 
31.467 0.000 
31.519 0.000 
31.569 0.000 
31.646 0.000 
31.701 0.000 
31.759 0.000 
31.818 0.000 
31.872 0.000 
31.934 0.000 
31.996 0.000 
32.049 0.000 
32.105 0.000 
32.160 0.000 
32.212 0.000 
32.268 0.000 
32.326 0.000 
32.381 0.000 
32.437 0.000 
32.497 0.000 
32.554 0.000 
32.609 0.000 
32.665 0.000 
32.722 0.000 
32.777 0.000 
32.831 0.000 
32.890 0.000 
32.946 0.000 
33.006 0.000 
33.065 0.000 
33.122 0.000 
33.177 0.000 
33.233 0.000 
33.286 0.000 
33.341 0.000 
33.397 0.000 
33.454 0.000 
33.514 0.000 
33.571 0.000 
33.627 0.000 
33.682 0.000 
33.739 0.000 
33.792 0.000 
33.847 0.000 
33.899 0.000 
33.975 0.000 
34.033 0.000 
34.093 0.000 
34.146 0.000 
34.200 0.000 
34.258 0.000 
34.314 0.000 
34.371 0.000 
34.429 0.000 
34.513 0.000 
34.567 0.000 
34.624 0.000 
34.679 0.000 
34.735 0.000 
34.793 0.000 
34.847 0.000 
34.897 0.000 
34.955 0.000 
35.012 0.000 
35.065 0.000 
35.121 0.000 
35.182 0.000 
35.240 0.000 
35.297 0.000 
35.354 0.000 
35.410 0.000 
35.457 0.000 
35.513 0.000 
35.570 0.000 
35.629 0.000 
35.685 0.000 
35.743 0.000 
35.797 0.000 
35.851 0.000 
35.906 0.000 
35.962 0.000 
36.018 0.000 
36.076 0.000 
36.137 0.000 
36.196 0.000 
36.252 0.000 
36.306 0.000 
36.360 0.000 
36.414 0.000 
36.476 0.000 
36.535 0.000 
36.588 0.000 
36.664 0.000 
36.717 0.000 
36.771 0.000 
36.825 0.000 
36.879 0.000 
36.934 0.000 
36.990 0.000 
37.065 0.000 
37.121 0.000 
37.176 0.000 
37.230 0.000 
37.287 0.000 
37.348 0.000 
37.389 0.000 
37.448 0.000 
37.513 0.000 
37.565 0.000 
37.623 0.000 
37.679 0.000 
37.735 0.000 
37.789 0.000 
37.844 0.000 
37.900 0.000 
37.956 0.000 
38.011 0.000 
38.070 0.000 
38.128 0.000 
38.185 0.000 
38.242 0.000 
38.301 0.000 
38.358 0.000 
38.416 0.000 
38.482 0.000 
38.541 0.000 
38.597 0.000 
38.653 0.000 
38.712 0.000 
38.769 0.000 
38.827 0.000 
38.881 0.000 
38.939 0.000 
38.996 0.000 
39.098 0.000 
39.153 0.000 
39.208 0.000 
